"linking.linkers.FOXLinker","linking.linkers.TextRazorLinker","linking.linkers.BabelfyLinker","linking.linkers.DBpediaSpotlightLinker","linking.linkers.OpenTapiocaLinker","best index","max. indices","Doc. Content","max. index name"
"0.3333333333333333","0.0","0.0","0.0","0.0","0","[0]","Experten starten Ölfeuer im Golf von Mexiko Washington (dpa) - Im Kampf gegen die Ölpest im Golf von Mexiko hat ein Expertenteam mit dem Abfackeln des Ölteppichs auf dem Wasser begonnen. Das Feuer soll eineinhalb Stunden brennen, danach will man entscheiden, ob und wann es weitergeht. Laut US-Küstenwache könnte der Ölteppich schon morgen die Küste von Louisiana erreichen. Vögel sollen deshalb rechtzeitig vorher verscheucht werden. Nach dem Untergang einer Bohrinsel strömen täglich rund 140 Tonnen Rohöl ins Meer. Ein Verschließen der Öffnungen scheiterte bisher.
","linking.linkers.FOXLinker"
"0.0","0.0","0.0","0.0","0.0","0","[0, 1, 2, 3, 4]"," Der Ölkonzern BP Zwei Wochen nach dem Sinken der Bohrinsel «Deepwater Horizon» im Golf von Mexiko ist erstmals Öl an Land geschwappt. Ein dünner orangefarbener Film erreichte am Donnerstag den Strand einer unbewohnten Insel etwa 45 Kilometer vor der Küste des US-Bundesstaates Louisiana Wie eine Sprecherin der Küstenwache am Donnerstagabend (Ortszeit) weiter sagte, wurde bei Beobachtungsflügen in der Nähe der Freemason-Insel am Südzipfel der Chandeleur-Inseln Nach Angaben eines Sprechers des britischen Ölkonzerns BP wurden mehrere Boote mit Einsatzkräften entsandt. Sie begannen mit dem Auslegen von schwimmenden Barrieren, um die Ufer von Freemason Island mit ihrem reichen Vogelbestand zu schützen. Der Kommandeur der Küstenwache, Admiral Thad Allen Die von BP Das Absenken der riesigen Stahlbetonglocke hat sich wegen gefährlicher Öldämpfe zunächst verzögert. Das sagte der Kapitän des Schiffes, das die Konstruktion zum Unglücksort brachte. Ein Funke könne die Öldämpfe entzünden, die in der windlosen Nacht vom Meer aufstiegen, sagte Kapitän Demi Shaffer 80 bis 85 Prozent des Ölflusses könnten laut Experten mit Hilfe der Vorrichtung gestoppt werden. Bis das Stahldach in der richtigen Position über dem Hauptleck am Meeresgrund steht, werden aber noch mehrere Tage vergehen. Es sei besser, langsam, korrekt und «sicher» vorzugehen als überhastet, sagte Küstenwachen-Sprecherin Connie Correll. Verläuft alles wie erhofft, werden BP-Experten die Kuppel, die so hoch ist wie ein vierstöckiges Haus, vermutlich Anfang kommender Woche mit einem Bohrschiff verbinden. Danach könnte das in dem Behälter aufgefangene Öl dann aufgesaugt und zum Schiff an der Wasseroberfläche geleitet werden. Gelingt die Operation, will BP eine zweite kleinere Kuppel über einen weiteren Riss in der Tiefseeleitung stülpen.
","NONE"
"0.25","0.0","0.0","0.0","0.0","0","[0]","Ölkatastrophe am Golf von Mexiko könnte BP London (dpa) - Auf den britischen BP-Konzern kommen möglicherweise Milliardenkosten für den Kampf gegen die Ölpest am Golf von Mexiko zu. Das Unternehmen erklärte sich bereit, Kosten zu übernehmen, will sich aber nicht auf einen Betrag festlegen. Britische Zeitungen rechneten aus, dass dem Unternehmen Kosten von bis zu acht Milliarden Dollar drohen könnten - Schadenersatz bei Fischerei und Touristik eingeschlossen. US-Präsident Barack Obama sieht in der Unglücksregion die Gefahr einer Naturkatastrophe von nie dagewesenem Ausmaß.
","linking.linkers.FOXLinker"
"0.0","0.0","0.0","0.0","0.0","0","[0, 1, 2, 3, 4]","Deutsches Marineschiff von Piraten angegriffen. Piraten kämpfen gegen die Bundeswehr : Ein Versorgungsschiff der deutsche Marine ist im Golf Von Aden angegriffen worden. Die Attacke ging glimpflich aus, die Angreifer wurden festgenommen.  Die an der Anti-Piraten-Mission Atalanta beteiligte «Spessart» sei am Sonntagnachmittag von einem Boot aus mit Handfeuerwaffen beschossen worden, sagte ein Sprecher des Verteidigungsministeriums am Montag in Berlin. Es sei aber niemand verletzt worden.  Die «Spessart» verteidigte sich mit Schüssen vor den Bug des Piratenbootes, das daraufhin abdrehte. Der Bundeswehrversorger verfolgte die sieben Piraten und stellte sie schließlich mit Hilfe anderer an der Operation beteiligter Schiffe.  Die Piraten wurden in Gewahrsam genommen und an Bord der Fregatte «Rheinland Pfalz» gebracht. «Derzeit findet die Beweissicherung statt», sagte der Ministeriumssprecher. Über das weitere Vorgehen werde auf Regierungsebene beraten. ","NONE"
"0.0","0.0","0.0","0.0","0.0","0","[0, 1, 2, 3, 4]","Experten: Ölpest im Golf Folge vermeidbarer Fehler. Ignorierte Warnsignale, Managementversagen und eine Aufsicht ohne Biss: Die Ölpest im Golf von Mexiko war die Folge vermeidbarer Fehler der an der Bohrung beteiligten Unternehmen und auch die Behörden patzten.  Washington (dpa) - Ignorierte Warnsignale, Managementversagen und eine Aufsicht ohne Biss: Die Ölpest im Golf von Mexiko war die Folge vermeidbarer Fehler der an der Bohrung beteiligten Unternehmen und auch die Behörden patzten. Zu diesem Schluss kommt ein von Präsident Barack Obama eingesetztes unabhängiges Expertengremium zur Untersuchung der größten Umweltkatastrophe der USA. Demnach resultierten die Fehler zumeist aus Entscheidungen der Firmen, mit denen Zeit und Kosten eingespart werden sollten. Und solche Fehler könnten wieder passieren, warnen die Fachleute. Das Desaster hatte am 20. April 2010 vor der Küste des US-Staates Louisiana mit der Explosion der Bohrplattform «Deepwater Horizon» begonnen. Geschätzt 780 Millionen Liter Rohöl flossen ins Meer. Die Kommission will ihren kompletten Untersuchungsbericht in der kommenden Woche veröffentlichen, ein Kapitel wurde am Mittwoch vorab publik. Demnach unternahmen der britische Ölkonzern BP, das Schweizer Unternehmen Transocean und die US-Firma Halliburton eine Reihe von gefährlichen und zeitsparenden Schritten, ohne die Risiken in Betracht zu ziehen. Vertreter der Unternehmen hätten vor kritischen Entscheidungen auch nicht genügend miteinander oder mit ihren Beschäftigten kommuniziert, berichtete die «New York Times». Die Fehler lägen im System, heißt es im Expertenbericht. «Ohne erhebliche Reformen sowohl im Vorgehen der Industrie wie auch bei der Regierungspolitik könnten sie sehr gut wieder passieren.» BP hatte die Ölplattform von Transocean geleast, Halliburton war für das Versiegeln des Bohrlochs verantwortlich. Insgesamt werden in dem Untersuchungsbericht neun einzelne Aktionen aufgelistet, die den Firmen halfen, Geld und Zeit zu sparen - ungeachtet dessen, dass weniger riskante Alternativen zur Verfügung standen. So seien etwa nicht genügend Vorrichtungen zur Stabilisierung des Bohrlochs installiert worden. Auch hätten Verantwortliche nicht auf die Ergebnisse von Tests des Materials zum Verschließen des Bohrlochs gewartet und Resultate von Drucktests kurz vor der Katastrophe ignoriert, hieß es weiter. Insgesamt wird aber keinem einzelnen Unternehmen besondere Schuld zugewiesen, was BP der «New York Times» zufolge auch in einer Stellungnahme hervorhob. Der Ölriese wies demnach weiter darauf hin, dass er bereits Schritte unternommen habe, um die in dem Untersuchungsbericht aufgezeigten Probleme zu beseitigen. Der zuständigen US-Aufsichtsbehörde lastet die Kommission in ihrem Report an, dass sie Bohrgenehmigungen zu leichtfertig erteilt und Operationen nicht ausreichend kontrolliert habe. Regulierer seien nicht genügend ausgebildet gewesen, generell habe es an Personal gemangelt, zitiert das «Wall Street Journal» aus dem Bericht. Bericht der «New York Times» ","NONE"
"0.4","0.0","0.0","0.0","0.0","0","[0]","Aus für Langer und Kaymer Altmeister Bernhard Langer und Hoffnungsträger Martin Kaymer sind beim 73. US-Masters der Golf-Profis in Augusta am Cut gescheitert. Dabei hatte es für Langer zu Beginn des Turniers gut ausgesehen - er lag gleichauf mit Golf-Legende Tiger Woods Der 51-Jährige, der zum Auftakt noch mit einer starken 70er-Runde überrascht hatte, kam am zweiten Tag mit dem Wind überhaupt nicht zurecht. «Es hat ganz schön geblasen», sagte Langer Er leistete sich sieben Bogeys und sogar einen Doppel-Bogey. Zu viel, um den Sprung in die entscheidende Phase noch zu schaffen, zumal er nur einen Birdie spielte. Am Ende lag der deutsche Golf Auch Martin Kaymer Der Aufsteiger des Jahres 2008 leistete sich bei schwierigen Bedingungen wegen heftiger Winde sechs Bogeys (eins über Par), denen nur zwei Birdies (eins unter Par) gegenüberstanden. Vor allem beim Putten hatte Kaymer Weit hinter den Erwartungen zurück blieb auch Tiger Woods «Die Bedingungen waren hart», sagte der 14-fache Major-Sieger. Voller Selbstvertrauen war hingegen WoodsWoods' Landsmann Perry, der nach starker Leistung 67 Schläge auf seinem Konto hatte und zum Führenden Campbell  Hier gibt es das komplette Leaderboard .
","linking.linkers.FOXLinker"
"0.0","0.0","0.0","0.0","0.0","0","[0, 1, 2, 3, 4]","
Obama warnt vor Naturkatastrophe am Golf von Mexiko Venice (dpa) - Im Golf von Mexiko breitet sich der Ölteppich immer weiter aus. Der Ölfilm ist inzwischen bis zu 80 Kilometer breit und etwa 130 Kilometer lang. US-Präsident Barack Obama sieht die Gefahr einer Naturkatastrophe von nie dagewesenem Ausmaß. Die Befürchtung wächst, dass die Schäden für das Ökosystem in der Küstenregion noch größer werden als die beim «Exxon Valdez»-Unglück 1989 vor Alaska. Tausenden Fischern im Süden der USA droht das Aus: Die Behörden haben ein vorläufiges Fangverbot verhängt.
","NONE"
"0.0","0.0","0.0","0.0","0.0","0","[0, 1, 2, 3, 4]","Viel Golf, wenig GTI.  Mein erster Eindruck: Dank den Sportsitzen und einem eher kompakten Innenraum zieht an sich den schnellen Diesel-Golf mehr an, als dass man einsteigt. Ob er auch so schnell fährt und wer das braucht - die andere Sicht.  Zusammen mit einer auffälliger gestalteten Front, einem Sportlenkrad und auf Wunsch knackiger Abstimmung verspricht der Golf sportliche Qualitäten. Bei der Testfahrt zeigte er die gewohnt exakte VW-Kost und liefert durchaus eindrucksvolle Leistungen ab dem Stillstand.  Ein Sportwagen ist er aber dennoch nicht – dazu steckt für mich zu viel Golf in ihm. Gestört hat mich der eher enge Innenraum. Der GTD ist ein schönes Auto, fährt sich angenehm und dürfte sich auch im Alltag problemlos handhaben lassen. 170 PS braucht man dafür aber nicht und so bleibt der Eindruck, dass der Diesel-Sportgolf eine recht seltsame Nische besetzt. ","NONE"
"0.4375","0.0","0.0","0.0","0.0","0","[0]","Der Golf Neue Besen kehren gut: Der Qashqai wurde für Nissan auf Anhieb zum Erfolgsmodell. Jetzt kommt das erste Facelift – und soll den Crossover für den großen Angriff wappnen: Als nächster Feind soll niemand geringeres als der Gigant Golf So richtig weiß man bei Nissan offensichtlich selber nicht, warum der Qashqai nun ein Facelift brauchte. Seit dem Debüt des Crossover im März 2007 haben die Japaner, die den Wagen in ihrem britischen Werk Sunderland produzieren, den Qashqai europaweit 542.250 Mal verkauft - Stand Januar 2010. Dazu kommen noch Märkte wie China und Japan. «Wir hätten uns also zurücklehnen, alles beim Alten lassen und einen Verkaufsrekord nach dem anderen genießen können», sagt Nissans Vizepräsident Simon Thomas Entsprechend zurückhaltend ist das Facelift denn auch ausgefallen. Es soll Nissan vor allem mehr Kunden aus einem neuen Segment bringen. Die Marketingabteilungen der Hersteller haben es nüchtern C-Segment getauft, besser bekannt ist es als «Golf-Klasse War der Qashqai anfangs noch eher als eine Art Wanderer zwischen den Welten von SUV und Kompaktautos gedacht, als Crossover, so hat man mittlerweile einen deutlich größeren Kundenkreis im Sinn. Die Eroberungsquote der Qashqai, der seinen Namen einem Stamm von Wüstenkriegern verdankt, liegt in Europa Auch wer sich den Qashqai genauer ansieht, der wird schnell feststellen: Der vermeintliche SUV konkurriert in der Tat eigentlich eher mit dem Golf Plus als zum Beispiel mit den Tiguan oder dem Ford Kuga. Schon von seiner Länge her passt der Qashqai mit 4,33 Metern eher zwischen Golf (4,20 Meter) und Astra (4,42 Meter). Auch von der Höhe her passt er mit 1,62 Metern eher zum gleich hohen Golf Plus. Selbst die Breite passt mit 1,78 Metern (Golf Plus Die Materialien im Innenraum machen einen hochwertigen Eindruck, ein paar Staufächer sind dazu gekommen - das war es auch fast schon. Für größere Fahrer hätte Nissan Der Einstieg in die Qashqai-Klasse ist nach dem Facelift preiswerter als vorher: Nissan hat die Preise im Schnitt um 1,55 Prozent gesenkt. Die Basisversion mit 1,6-Liter-Benziner und Frontantrieb ist bereits ab 19.490 Euro zu haben und schon ganz ordentlich ausgestattet - selbst ein Tempomat gehört zum Serienumfang. Der Diesel mit 2.0 Liter-Motor und Allradantrieb schlägt mit 27.690 Euro ins Konto. Ein vergleichbar motorisierter VW Golf  Mehr Details zu Nissans Crossover? Klicken Sie doch in unsere Bildstrecke. 
","linking.linkers.FOXLinker"
"0.13333333333333333","0.0","0.0","0.0","0.0","0","[0]","Niemand will seinen alten Golf. Ein Engländer wollte mit dem Namen David Beckham  großes Geld machen. Gez Keogh, Nachbesitzer von David Beckhams altem VW Golf , wollte diesen gewinnbringend verkaufen. Zu seinem Entsetzen muss er nun feststellen, dass diesen aber niemand will.  Der Nachbesitzer von David Beckhams altem VW Golf ist bisher auf dem inzwischen 14 Jahre alten Wagen sitzengebleiben. Wie die Sun meldet, hat Gez Keogh knapp unter 2000 Pfund (etwa 2300 Euro) für das Auto verlangt.  Der 38-Jährige nahm an, die Interessenten würden sich um den Golf von 1994 reißen. Genau das Gegenteil sei jedoch der Fall, so Keogh. «Viele Leute glauben anscheinend, dass es nicht sein Wagen sein kann, weil ein Muiltimillionär keinen Golf fährt», meint der Verkäufer. Keogh erinnert jedoch daran, dass der damals 19-jährige David - kurz bevor er bei Manchester United anfing - seinerzeit noch nicht zu den Besserverdienern zählte. Auch in den Wagenpapieren sei der Name des späterhin prominenten Vorbesitzers eingetragen, so Keogh.  Damit steht fest: David Beckham zieht nicht so sehr wie der Papst. Der Golf von Josef Ratzinger , nun als Benedikt XVI bekannt, wurde im Mai 2006 bei Ebay versteigert. Der sechs Jahre alte Golf erreichte ein Spitzengebot von 188.938,88 Euro und ging an ein amerikanisches Online-Kasino. Vielleicht hätte Gez Keogh mal bei denen nachfragen sollen. ","linking.linkers.FOXLinker"
"0.4666666666666667","0.0","0.0","0.0","0.0","0","[0]","Baden in Florida wieder gesundheitlich unbedenklich. Hamburg (dpa/tmn) - Ein Jahr nach der Ölkatastrophe im Golf von Mexiko müssen sich Urlauber beim Baden an Floridas Stränden nicht um ihre Gesundheit sorgen. Wasserproben der Behörden hätten ergeben, dass Schwimmen dort unbedenklich sei, sagt Jörg Feddern von Greenpeace. Hamburg (dpa/tmn) - Ein Jahr nach der Ölkatastrophe im Golf von Mexiko müssen sich Urlauber beim Baden an Floridas Stränden nicht um ihre Gesundheit sorgen. Wasserproben der Behörden hätten ergeben, dass Schwimmen dort unbedenklich sei, sagt Jörg Feddern von Greenpeace.Am 20. April 2010 war die Bohrinsel Deepwater Horizon im Golf von Mexiko explodiert und hatte damit die größte Umweltkatastrophe in der Geschichte der USA ausgelöst. Das ausströmende Öl verseuchte mehr als 1000 Kilometer Küste in den Bundesstaaten Louisiana, Mississippi, Alabama und Florida. Inzwischen seien das Wasser in Ufernähe und die Urlaubsstrände in den betroffenen Regionen von Ölklumpen befreit worden, sagt Tilo Krause-Dünow, der Geschäftsführer des Reiseveranstalters Canusa Touristik in Hamburg. Greenpeace-Ölexperte Jörg Feddern ist da skeptischer: Im Nordwesten Floridas habe er erst vor zwei Wochen dicke Ölklumpen an den Stränden gesehen. Aus Veranstaltersicht sind die Folgen der Katastrophe kaum mehr zu spüren: Ein Jahr später spiele das Bohrinsel-Unglück bei der Urlaubsplanung der Deutschen keine Rolle mehr, sagt Canusa-Geschäftsführer Krause-Dünow. Die Zahl der deutschen Florida-Urlauber sei zuletzt deutlich angestiegen. Die Reiseveranstalter Dertour und Tui bestätigen das. Greenpeace-Experte Jörg Feddern sieht die Sache etwas anders: Die Werte aus Wasserproben lägen zwar unterhalb besorgniserregender Grenzen. Doch ein Großteil der Ölmassen schlummere noch im Meer und drohe bei Stürmen an Land gespült zu werden. «Wenn ich in den Urlaub fahre und Öl am Strand finde, dann ist das ein komisches Gefühl», sagt der Biologe. Noch jahrelang könne Öl an den Strand gespült werden. In den vergangenen Monaten seien auffällig viele tote Jungtiere oder Frühgeburten gefunden worden. Das zeige, wie schwer beschädigt das Ökosystem des Golfs ist.","linking.linkers.FOXLinker"
"0.8235294117647058","0.0","0.0","0.0","0.0","0","[0]","Golf-Star Kaymer baut Führung in Abu Dhabi aus. Deutschlands
      Golf-Star Martin Kaymer steht bei der Championship in Abu Dhabi vor der erfolgreichen Titelverteidigung. Der 26-Jährige aus Mettmann spielte eine glänzende 66er Runde und baute mit insgesamt 198 Schlägen seine Führung aus. Abu Dhabi (dpa) - Deutschlands Golf-Star Martin Kaymer steht bei der Championship in Abu Dhabi vor der erfolgreichen Titelverteidigung. Der 26-Jährige aus Mettmann spielte eine glänzende 66er Runde und baute mit insgesamt 198 Schlägen seine Führung aus. Der Vorsprung des Weltranglistendritten auf Verfolger Rory McIlroy aus Nordirland (203) beträgt vor dem Finale des mit 2,7 Millionen Dollar dotierten Europa-Tour-Turniers bereits fünf Schläge. Dritter ist der Engländer David Lynn (204). «Unter diesen Voraussetzungen erwarte ich, zu gewinnen», sagte Kaymer selbstbewusst.Kaymer hat das Turnier bereits 2008 und 2010 gewonnen. Auch bei seinem Saison-Auftakt 2011 brillierte er auf den ersten drei Runden und hielt die Konkurrenz im Emirat am Persischen Golf bislang eindrucksvoll auf Distanz. «Ich will mit so vielen Schlägen Vorsprung wie möglich gewinnen, das ist mein Ziel», meinte der Rheinländer. Am Samstag gelangen ihm Birdies auf den Löchern 3, 5, 11, 15, 16 und 18. «Das war eine gute Runde, aber meine Drives haben sich nicht so gut wie in den letzten Tagen angefühlt. Ich habe einige Fairways verfehlt», bilanzierte Kaymer. Dafür vermied er wie schon am Vortag ein Bogey, «da ich viele Grün getroffen habe und mit dem Putten sehr zufrieden war», meinte er. Verfolger McIlroy rechnet sich angesichts des starken Spiels von Kaymer kaum noch Siegchancen aus. «Martin ist ein guter Leader. Er spielt sehr, sehr gut und hat eine solche Ausgangsposition bisher ganz selten noch aus den Händen gegeben», meinte der Nordire.","linking.linkers.FOXLinker"
"0.6923076923076923","0.0","0.0","0.0","0.0","0","[0]","Fünf Briten von Iran Fünf britische Segler sind von der iranischen Marine festgehalten worden. Ihr Boot sei auf dem Weg von Bahrain nach Dubai gewesen, als es die Marine vergangenen Mittwoch abfing, teilte das britische Außenministerium am Montagabend in London mit. Die Jacht sei womöglich «unabsichtlich» in iranische Gewässer geraten. Außenminister David Miliband erklärte, er hoffe, dass der Fall schnell gelöst werde. Die Behörden im Iran sowie die iranische Botschaft in London Bahrain und Dubai liegen am Persischen Golf, genauso wie der Iran. Die Segler waren nach ersten Angaben auf dem Weg zur Regatta «Dubai-Muscat». Ihr Boot Kingdom of Bahrain gehörte zum Segel-Projekt Sail Bahrain. Die Crew-Mitglieder seien immer noch im Iran, es gehe ihnen gut, teilte das Ministerium in London Die BBC berichtet auf ihrer Homepage von intensiven diplomatischen Bemühungen, die Festgenommenen schnell wieder frei zu bekommen. So habe der britische Botschafter bereits kurz nach der Festnahme beim iranischen Außenministerium in Teheran Der Vorfall erinnert an die Festnahme von 15 britischen Marineangehörigen im März 2007, die angeblich in iranische Gewässer geraten waren. London hatte dagegen stets erklärt, die Soldaten hätten sich mit klarem Mandat der UN Der neuen Festnahmen werden die Beziehungen zwischen Iran  
","linking.linkers.FOXLinker"
"0.0","0.0","0.0","0.0","0.0","0","[0, 1, 2, 3, 4]","«Alex» trifft auf Land. Der Hurrikan «Alex» hat in der Nacht die Küste von Mexiko und Texas erreicht. Die Bewohner erwarteten ihn in ihren Schutzräumen, US-Präsident Obama rief vorsorglich den Notstand aus. Die Arbeit am Ölleck im Golf von Mexiko ruht.  Der zu einem Hurrikan der Stufe 2 verstärkte Wirbelsturm stieß mit Windgeschwindigkeiten von mehr als 150 Kilometern pro Stunde und heftigen Regenfällen im Nordosten von Mexiko und an der Südküste des US-Bundesstaates Texas an Land. Die Bewohner des dünn besiedelten Gebiets erwarteten «Alex» meist in ihren Schutzräumen, wie der Sender CNN berichtete.  US-Präsident Barack Obama  hatte schon am Vortag vorsorglich für Texas den Notstand ausgerufen, damit im Notfall rasch Hilfe ins Hurrikangebiet fließen kann.  Für die Bekämpfung der Ölpest im Golf von Mexiko stellte der Wirbelsturm eine ernste Gefahr dar. «Alex» steuerte zwar sein Ziel auf dem Festland weit entfernt von dem Bohrloch an, aus dem das Öl seit nunmehr zehn Wochen ins Wasser sprudelt. Aber dennoch mussten die Arbeiten zur Eindämmung des Ölflusses vorerst eingestellt werden. Außerdem könnten hohe Wellen die Ölbarrieren vor der Küste beeinträchtigen. ","NONE"
"0.0","0.0","0.0","0.0","0.0","0","[0, 1, 2, 3, 4]","Stahlkuppel zum Unglücksort im Golf von Mexiko Washington (dpa) - Im Kampf gegen die Ölpest am Golf von Mexiko konzentrieren sich die Hoffnungen jetzt auf eine riesige Stahlkuppel. Inzwischen traf das Schiff mit der 113 Tonnen schweren Konstruktion am Unglücksort ein. Der zwölf Meter hohe Stahlquader soll in 1500 Metern Tiefe über das größte Leck gestülpt werden. 80 bis 85 Prozent des Ölflusses könnten laut Experten mit Hilfe der Vorrichtung gestoppt werden. Seit fast zwei Wochen sprudeln täglich mindestens 700 Tonnen Rohöl ins Meer.
","NONE"
"1.0","0.0","0.0","0.0","0.0","0","[0]","Ein traumhafter Auftrag. Unter dem Geleitschutz der Bundesmarine hat das «Traumschiff» MS Deutschland die Piratengewässer im Golf von Aden durchquert. Vor allem die Passagiere waren begeistert. Sie fotografierten die Piratenjäger ausgiebig. «Wir fühlen uns in Ihrer Nähe wie in Abrahams Schoß», sagte der Kapitän des Kreuzfahrtschiffes, Andreas Jungblut, bei einer Begegnung der Schiffe dem Kommandanten der Fregatte «Rheinland-Pfalz», Markus Rehbein. Die MS Deutschland ist auf dem Weg von Muscat nach Suez. An Bord finden Dreharbeiten für eine neue Folge der beliebten ZDF-Serie statt. «Ein historischer Moment! Die Fregatte begleitete unser Traumschiff eine Stunde lang. Die Passagiere machten Fotos», erzählte Produzent Wolfgang Rademann der Bild am Sonntag. An Bord der Fregatte waren auch die neun somalischen Piraten, die in der vergangenen Woche beim Versuch, einen deutschen Frachter zu kapern, festgenommen worden waren. Sie sollen in Mombasa der Justiz in Kenia übergeben werden.","linking.linkers.FOXLinker"
"0.5","0.0","0.0","0.0","0.0","0","[0]","Früher Rückflug für Woods. Am 14. Loch nagelte Woods einen Schlag aus dem Bunker ins Loch - die Menge tobte vor Begeisterung und alle dachten, dass der Superstar des Golfsports wieder eines seiner wundersamen Comebacks feiern wird. Aber nichts war wieder eines seiner wundersamen Comebacks feiern wird. Aber nichts war's. Tim Clark war für den Tiger zu stark. 4 auf 2 gewann der Südafrikaner schließlich nach 18 gespielten Löchern bei der WGC-Accenture Matchplay-Championship in Marana/Arizona. 4 auf 2, das bedeutet, dass Clark bei noch 2 ausstehenden Löchern bereits 4 gewonnene Löcher Vorsprung hatte und somit uneinholbar führte. Nach 16 Löchern konnte der Tiger also seine Koffer packen. So ist das im Matchplay-Format. Nicht die Gesamtzahl der Schläge zählt, sondern man muss das einzelne Loch im direkten Vergleich gegen den Mitspieler gewinnen. Wer als Erster mehr als die Hälfte, also zehn Löcher, gewinnt, ist der Geamtsieger. Abgesehen von dem Wahnsinns-Bunker-Schlag am 14. Loch war die Nummer eins nicht zufrieden mit seinem Spiel, im Gegenteil. Mal schmiss Woods seinen Putter vor Ärger weg, mal krümmte er sich vor Wut über die eigene Leistung. Nach dem Match wurde Tiger Woods von Reportern gefragt, wie es für ihn nach seinem Comeback nach achtmonatiger Verletzungspause nun weitergeht - die Frage war natürlich sportlich gemeint. Aber der Tiger antwortete einfach nur noch angenervt: «Ich fahre zum Flughafen». An Clark kam er an diesem Tag nicht vorbei. Der Südafrikaner lieferte insgesamt eine überragende Runde ab, schaffte sechs Birdies auf den 16 Löchern. Birdie bedeutet, dass man einen Schlag unter dem Platzstandard geblieben ist. Also wenn man zum Beispiel nur drei Schläge braucht an einem Loch, wo vier Schläge die Vorgabe darstellen. Auch für die deutsche Golf-Hoffnung Martin Kaymer war die Prestigeveranstaltung bereits nach dem zweiten Tag beendet. Der 21. der Weltrangliste  unterlag dem Amerikaner Jim Furyk ebenfalls 4 auf 2. Dank Woods befand sich Kaymer wenigstens in guter Gesellschaft.","linking.linkers.FOXLinker"
"0.3333333333333333","0.0","0.0","0.0","0.0","0","[0]","Obama zum Golf von Mexiko Washington (dpa) - US-Präsident Barack Obama ist in die von der Ölpest heimgesuchten Region am Golf von Mexiko abgereist. Der Präsident will sich knapp zwei Wochen nach der Explosion an der Bohrplattform «Deepwater Horizon» vor Ort über den Stand der Bemühungen zur Abwendung einer Umweltkatastrophe informieren. Vor der Reise war massive Kritik laut geworden, die Regierung in Washington habe nicht schnell und entschlossen genug auf die drohende Ölpest reagiert.
","linking.linkers.FOXLinker"
"0.5833333333333334","0.0","0.0","0.0","0.0","0","[0]","Triumphales Woods Unter tosendem Applaus ist das US-Masters zu Ende gegangen. Der strahlende Sieger hieß am Ende jedoch nicht Tiger Woods Beide Golfstars haben das größte US-amerikanische Golfturnier mit einem Birdie beendet, dennoch fuhr nur Phil Mickelson im begehrten grünen Jacket des Siegers nach Hause. Sein amerikanischer Landsmann Tiger Woods musste die Heimreise aus Augusta Sein Comeback nach fünf Monaten Pause, dem Bekanntwerden zahlreicher außerehelicher Affären und einer 45-tägigen Therapie gegen seine Sexsucht endete für Woods auf dem geteilten vierten Rang mit dem Südkoreaner K.J. Choi. «Das ist nicht das, was ich hier erreichen wollte. Ich bin hergekommen, um zu gewinnen. Aber je länger das Turnier dauerte, desto schlechter wurden meine Schläge», ärgerte sich Woods Insgesamt benötige er 277 Schläge (68+70+70+69) - fünf mehr als Sieger Mickelson (272). Der 39-Jährige war mit einem Schlag Rückstand auf den führenden Engländer Lee Westwood in die letzte Runde gestartet. Während Westwood mit drei Bogeys den ersten europäischen Sieg in Augusta seit 1999 verspielte und letztlich Zweiter wurde (275) vor dem Amerikaner Anthony Kim (276), überzeugte Mickelson «Es ist ein unglaubliches Gefühl und es gibt nichts Schöneres, als dieses Turnier zu gewinnen. Das ist heute ein besonderer Tag, auf den ich immer mit großartigen Erinnerungen zurückblicken werde», meinte Mickelson Woods Bereits vor dem 18. und letzten Loch war ihm sein dritter Triumph in Augusta nach 2004 und 2006 kaum mehr zu nehmen. Mickelson hatte zwei Schläge Vorsprung auf Westwood, behielt die Nerven, ein ruhiges Händchen - und fiel anschließend seiner Ehefrau Amy in die Arme, die seit knapp einem Jahr an Brustkrebs leidet. «Es ist ein sehr emotionales Jahr gewesen und ich bin sehr stolz darauf, wie meine Frau kämpft», betonte Mickelson, der auch seine drei Kinder vor Ort hatte. Woods hingegen war ohne seine Ehefrau Elin nach Augusta Sein sehnlichst erwartetes Comeback nach 144 Tagen Pause hatte dem übertragenden Fernsehsender ESPN «Ich werde mir jetzt eine Auszeit nehmen und alles überdenken», kündigte er an. Bereits vor dem Masters hatte Woods betont, die Therapie gegen seine Sex-Sucht fortsetzen zu wollen.
","linking.linkers.FOXLinker"
